"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Carroll County 960600",="17015960600",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cass County 960100",="17017960100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cass County 960200",="17017960200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cass County 960300",="17017960300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cass County 960400",="17017960400",76,93,71,100,6,31,2.7,195,357,388,26689,9718,4,20,20,7,48,61,1,35,50,59,41,28,30,52,37,30,70,13,11,58,17,14,-1,51,35,-1,1,49,-1,14,-1,14,0,3,46,68,129,32,32,35,4,24,32,71,="NA",="99999",="04351",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cass County 960500",="17017960500",22,93,22,100,5,23,1,22,309,681,14447,14447,-1,14,45,36,5,-1,-1,100,35,95,36,-1,-1,59,-1,-1,9,9,-1,-1,-1,100,14,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,77,100,64,100,-1,-1,-1,22,44,76,="NA",="99999",="04351",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000200",="17019000200",121,82,98,98,9,22,3.1,305,198,588,15663,5033,8,19,28,16,28,60,4,33,24,95,72,3,77,90,77,14,43,7,17,66,9,7,1,99,95,-1,-1,1,2,1,1,4,8,-1,61,1,78,6,47,47,12,32,93,74,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000301",="17019000301",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000302",="17019000302",82,99,81,100,12,22,1,84,175,1482,9407,9071,11,54,25,9,1,20,4,70,19,100,90,-1,-1,41,-1,58,65,58,1,19,48,32,1,84,83,-1,-1,14,-1,1,-1,1,1,-1,72,-1,-1,99,1,-1,-1,68,52,3,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000401",="17019000401",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000402",="17019000402",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000500",="17019000500",12,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000700",="17019000700",77,83,63,98,12,22,3,189,248,525,15351,5117,11,30,17,14,27,60,14,25,24,92,71,2,68,94,67,19,25,9,6,70,17,6,-1,95,92,-1,-1,5,2,2,-1,3,13,-1,104,5,202,10,37,54,11,29,70,62,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000800",="17019000800",106,84,87,98,9,16,3.1,267,249,510,15445,5032,7,24,28,14,27,66,8,25,24,99,71,2,75,95,75,13,86,8,1,82,9,8,-1,92,92,-1,-1,8,-1,-1,-1,0,13,-1,110,3,147,1,43,56,21,25,54,40,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000901",="17019000901",288,84,239,98,10,40,2.9,703,242,507,15585,5298,4,20,30,23,23,59,6,33,25,95,73,3,74,91,73,16,52,9,11,66,15,8,-1,92,90,0,-1,8,2,-1,-1,2,11,1,70,8,153,16,31,53,11,39,69,66,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 000902",="17019000902",201,84,164,98,8,88,2.8,457,252,510,18569,6664,1,15,21,27,36,77,1,21,29,94,59,-1,82,93,79,13,100,8,21,69,5,5,-1,94,92,-1,-1,5,2,-1,-1,2,5,-1,20,1,10,11,48,41,1,12,31,47,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001000",="17019001000",128,87,109,98,9,9,1.7,190,196,558,11397,6538,10,38,27,9,15,39,3,49,21,96,83,-1,38,84,38,30,77,22,6,50,32,12,-1,83,83,-1,-1,17,-1,-1,-1,0,13,-1,120,27,104,58,29,13,4,22,25,58,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001100",="17019001100",9,-4,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001201",="17019001201",286,91,258,99,7,12,2,526,313,517,16539,8112,4,19,28,19,30,31,4,64,29,93,56,2,35,81,35,15,8,6,1,36,3,60,8,48,43,0,3,51,2,1,-1,2,4,-1,85,59,59,61,9,31,2,22,40,67,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001203",="17019001203",24,84,20,98,9,-1,4.2,84,313,510,19173,4565,5,15,20,20,40,70,15,15,27,95,60,-1,100,95,95,5,-1,4,-1,90,10,-1,-1,95,95,-1,-1,5,-1,-1,-1,0,20,-1,162,5,236,-1,-1,100,5,10,23,91,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001204",="17019001204",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="99999",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001205",="17019001205",4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001206",="17019001206",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001301",="17019001301",49,84,40,98,7,8,2.9,116,242,512,13860,4779,13,23,26,23,15,68,8,23,22,98,73,-1,83,88,75,15,-1,5,8,80,13,-1,-1,85,83,-1,-1,13,-1,-1,3,3,13,-1,130,8,193,5,70,25,5,7,23,56,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001302",="17019001302",5,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="67860",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 001400",="17019001400",28,84,23,98,11,13,1.5,34,207,510,12196,8250,9,22,43,22,4,22,4,74,23,100,78,4,13,87,13,-1,20,12,-1,9,26,65,13,61,52,-1,9,39,-1,-1,-1,0,0,-1,102,-1,-1,52,43,4,17,15,30,42,="NA",="16580",="67860",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005300",="17019005300",98,84,80,98,9,16,3,237,182,509,15522,5239,5,22,34,16,23,61,11,26,25,93,78,1,78,89,74,16,75,8,16,69,10,5,-1,95,95,-1,-1,5,-1,-1,-1,0,14,-1,77,1,63,15,29,56,9,61,69,25,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005401",="17019005401",95,88,84,100,6,26,1.7,142,257,465,13305,7870,6,36,30,13,14,43,5,51,24,94,77,1,31,73,31,50,100,33,6,64,20,10,-1,58,57,-1,-1,42,-1,1,-1,1,4,-1,89,1,141,62,27,11,4,27,39,25,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005402",="17019005402",4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="99999",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005500",="17019005500",148,89,132,100,9,17,2.4,323,295,555,15716,6423,2,29,23,21,25,38,5,58,26,97,64,2,42,78,41,36,16,14,2,52,18,29,3,55,52,1,-1,45,-1,2,-1,2,5,-1,97,39,65,50,7,43,7,18,30,74,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005600",="17019005600",361,89,322,100,8,17,1.9,610,258,492,13780,7274,8,28,26,18,20,29,5,62,25,95,68,0,35,85,34,29,17,14,4,36,17,43,6,68,64,0,2,31,1,1,-1,2,7,6,107,46,80,54,24,22,8,20,41,58,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005701",="17019005701",253,55,142,100,8,15,1.4,195,244,522,11665,8494,4,43,34,13,7,11,3,85,22,99,83,-1,13,66,13,57,19,28,1,18,22,59,8,61,57,1,1,39,-1,1,1,1,6,-1,75,72,55,83,7,10,4,24,32,57,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005702",="17019005702",57,84,47,98,10,19,1.6,73,199,510,11976,7710,9,30,23,23,14,40,6,45,22,100,79,-1,30,72,30,35,75,26,2,53,36,9,-1,94,91,-1,-1,6,2,-1,-1,2,17,-1,118,4,139,60,40,-1,4,16,30,31,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005800",="17019005800",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 005900",="17019005900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 006000",="17019006000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010100",="17019010100",60,87,51,98,9,10,1.7,87,252,446,13551,7944,2,41,25,18,14,20,4,76,24,96,76,-1,29,78,29,58,73,38,-1,45,33,22,-1,43,37,-1,-1,55,-1,4,2,6,4,-1,138,-1,-1,59,27,14,4,23,31,58,="NA",="16580",="62783",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010204",="17019010204",39,84,32,98,12,3,2.6,82,168,510,12135,4736,6,38,41,9,6,38,6,56,20,97,94,-1,59,94,59,29,88,21,-1,63,13,25,3,75,72,3,-1,22,-1,-1,-1,0,16,-1,193,3,143,6,41,53,38,30,38,77,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010300",="17019010300",13,84,11,98,11,27,4.2,46,235,510,14267,3412,18,18,27,18,18,55,27,18,20,100,82,9,91,82,82,-1,-1,2,9,73,9,9,-1,100,91,-1,-1,-1,-1,9,-1,9,9,-1,53,-1,-1,-1,-1,100,9,27,46,9,="NA",="16580",="62783",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010400",="17019010400",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="45174",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010500",="17019010500",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010601",="17019010601",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010603",="17019010603",4,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="41346",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010604",="17019010604",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="99999",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010700",="17019010700",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010800",="17019010800",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="69875",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 010900",="17019010900",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16580",="59273",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 011000",="17019011000",31,84,25,98,9,12,2.1,53,257,510,15321,7227,4,33,25,17,21,40,4,52,26,96,76,4,24,76,28,45,100,30,4,44,40,12,-1,60,60,-1,-1,36,-1,-1,-1,0,16,-1,161,4,96,56,12,32,12,20,26,22,="NA",="16580",="12385",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 011100",="17019011100",4,84,21,100,11,5,1,21,154,510,6241,6241,14,64,14,-1,7,10,5,52,12,100,95,-1,-1,76,-1,19,80,33,-1,29,48,24,-1,62,62,-1,-1,38,-1,-1,-1,0,14,-1,137,-1,-1,100,-1,-1,-1,51,57,10,="NA",="16580",="77005",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Champaign County 999999",="17019999999",133,98,130,100,6,26,2,258,189,693,7878,3969,16,37,24,13,10,29,5,38,14,100,86,2,47,80,45,13,64,9,15,57,19,8,1,88,88,-1,-1,12,-1,-1,-1,0,0,-1,65,97,106,48,41,11,3,10,7,77,="NA",="16580",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958100",="17021958100",8,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="45380",="22645",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958200",="17021958200",38,-5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,="NA",="45380",="09538",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958300",="17021958300",154,98,153,100,6,11,1,157,286,638,12849,12521,3,31,31,24,11,4,-1,93,31,92,54,-1,1,76,1,83,19,41,-1,14,22,65,15,2,1,-1,1,98,-1,1,-1,1,1,-1,82,100,81,97,2,1,1,7,4,82,="NA",="45380",="74574",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958400",="17021958400",40,-5,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,="NA",="45380",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958500",="17021958500",20,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="45380",="74574",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958600",="17021958600",5,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="45380",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958700",="17021958700",66,73,47,98,6,28,1.4,64,251,271,11099,8151,4,33,50,9,4,9,-1,89,26,98,77,6,6,70,9,50,52,38,-1,15,23,62,6,2,-1,2,-1,98,-1,-1,-1,0,2,24,56,17,90,87,11,2,-1,12,11,82,="NA",="45380",="02609",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958800",="17021958800",77,88,69,100,5,26,1.2,81,228,300,9683,8248,19,43,21,15,3,10,3,84,23,97,74,-1,10,55,10,48,68,47,9,19,36,36,3,1,-1,1,-1,99,-1,-1,-1,0,1,-1,60,1,224,96,1,3,1,25,2,83,="NA",="45380",="57472",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Christian County 958900",="17021958900",38,-5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,="NA",="45380",="57472",="NA",="NA",="IL",="NA",="NA"
